2016-11-29,False
2016-11-30,False
2016-12-01,False
2016-12-02,False
2016-12-05,False
2016-12-06,False
2016-12-07,False
2016-12-08,False
2016-12-09,False
2016-12-12,False
2016-12-13,False
2016-12-14,False
2016-12-15,False
2016-12-16,False
2016-12-19,False
2016-12-20,False
2016-12-21,False
2016-12-22,False
2016-12-23,False
2016-12-26,False
2016-12-27,False
2016-12-28,False
2016-12-29,False
2016-12-30,False
2017-01-03,False
2017-01-04,False
2017-01-05,False
2017-01-06,False
2017-01-09,False
2017-01-10,False
2017-01-11,False
2017-01-12,False
2017-01-13,False
2017-01-16,False
2017-01-17,False
2017-01-18,False
2017-01-19,False
2017-01-20,False
2017-01-23,False
2017-01-24,False
2017-01-25,False
2017-01-26,False
2017-02-03,False
2017-02-06,False
2017-02-07,False
2017-02-08,False
2017-02-09,False
2017-02-10,False
2017-02-13,False
2017-02-14,False
2017-02-15,False
2017-02-16,False
2017-02-17,False
2017-02-20,False
2017-02-21,False
2017-02-22,False
2017-02-23,False
2017-02-24,False
2017-02-27,False
2017-02-28,False
2017-03-01,False
2017-03-02,False
2017-03-03,False
2017-03-06,False
2017-03-07,False
2017-03-08,False
2017-03-09,False
2017-03-10,False
2017-03-13,False
2017-03-14,False
2017-03-15,False
2017-03-16,False
2017-03-17,False
2017-03-20,False
2017-03-21,False
2017-03-22,False
2017-03-23,False
2017-03-24,False
2017-03-27,False
2017-03-28,False
2017-03-29,False
2017-03-30,False
2017-03-31,False
2017-04-05,False
2017-04-06,False
2017-04-07,False
2017-04-10,False
2017-04-11,False
2017-04-12,False
2017-04-13,False
2017-04-14,False
2017-04-17,False
2017-04-18,False
2017-04-19,False
2017-04-20,False
2017-04-21,False
2017-04-24,False
2017-04-25,False
2017-04-26,False
2017-04-27,False
2017-04-28,False
2017-05-02,False
2017-05-03,False
2017-05-04,False
2017-05-05,True
2017-05-08,False
2017-05-09,False
2017-05-10,False
2017-05-11,False
2017-05-12,False
2017-05-15,False
2017-05-16,False
2017-05-17,False
2017-05-18,False
2017-05-19,False
2017-05-22,False
2017-05-23,False
2017-05-24,False
2017-05-25,False
2017-05-26,False
2017-05-31,False
2017-06-01,False
2017-06-02,False
2017-06-05,False
2017-06-06,False
2017-06-07,False
2017-06-08,False
2017-06-09,False
2017-06-12,False
2017-06-13,False
2017-06-14,False
2017-06-15,False
2017-06-16,False
2017-06-19,False
2017-06-20,False
2017-06-21,False
2017-06-22,False
2017-06-23,False
2017-06-26,False
2017-06-27,False
2017-06-28,False
2017-06-29,False
2017-06-30,False
2017-07-03,False
2017-07-04,False
2017-07-05,False
2017-07-06,False
2017-07-07,False
2017-07-10,False
2017-07-11,False
2017-07-12,False
2017-07-13,False
2017-07-14,False
2017-07-17,False
2017-07-18,False
2017-07-19,False
2017-07-20,False
2017-07-21,False
2017-07-24,False
2017-07-25,False
2017-07-26,False
2017-07-27,False
2017-07-28,False
2017-07-31,False
2017-08-01,False
2017-08-02,False
2017-08-03,False
2017-08-04,False
2017-08-07,False
2017-08-08,False
2017-08-09,False
2017-08-10,False
2017-08-11,False
2017-08-14,False
2017-08-15,False
2017-08-16,False
2017-08-17,False
2017-08-18,False
2017-08-21,False
2017-08-22,False
2017-08-23,False
2017-08-24,False
2017-08-25,False
2017-08-28,False
2017-08-29,False
2017-08-30,False
2017-08-31,False
2017-09-01,False
2017-09-04,False
2017-09-05,False
2017-09-06,False
2017-09-07,False
2017-09-08,False
2017-09-11,False
2017-09-12,False
2017-09-13,False
2017-09-14,False
2017-09-15,False
2017-09-18,False
2017-09-19,False
2017-09-20,False
2017-09-21,False
2017-09-22,False
2017-09-25,False
2017-09-26,False
2017-09-27,False
2017-09-28,False
2017-09-29,False
2017-10-09,False
2017-10-10,False
2017-10-11,False
2017-10-12,False
2017-10-13,False
2017-10-16,False
2017-10-17,False
2017-10-18,False
2017-10-19,False
2017-10-20,False
2017-10-23,False
2017-10-24,False
2017-10-25,False
2017-10-26,False
2017-10-27,False
2017-10-30,False
2017-10-31,False
2017-11-01,False
2017-11-02,False
2017-11-03,False
2017-11-06,False
2017-11-07,False
2017-11-08,False
2017-11-09,False
2017-11-10,False
2017-11-13,False
2017-11-14,False
2017-11-15,False
2017-11-16,False
2017-11-17,False
2017-11-20,False
2017-11-21,False
2017-11-22,False
2017-11-23,False
2017-11-24,False
2017-11-27,False
2017-11-28,False
2017-11-29,False
2017-11-30,False
2017-12-01,False
2017-12-04,False
2017-12-05,False
2017-12-06,False
2017-12-07,False
2017-12-08,False
2017-12-11,False
2017-12-12,False
2017-12-13,False
2017-12-14,False
2017-12-15,False
2017-12-18,False
2017-12-19,False
2017-12-20,False
2017-12-21,True
2017-12-22,False
2017-12-25,False
2017-12-26,False
2017-12-27,False
2017-12-28,False
2017-12-29,False
2018-01-02,False
2018-01-03,False
2018-01-04,False
2018-01-05,False
2018-01-08,False
2018-01-09,False
2018-01-10,False
2018-01-11,False
2018-01-12,False
2018-01-15,False
2018-01-16,False
2018-01-17,False
2018-01-18,False
2018-01-19,False
2018-01-22,False
2018-01-23,False
2018-01-24,False
2018-01-25,False
2018-01-26,False
2018-01-29,False
2018-01-30,False
2018-01-31,False
2018-02-01,False
2018-02-02,False
2018-02-05,False
2018-02-06,False
2018-02-07,False
2018-02-08,False
2018-02-09,False
2018-02-12,False
2018-02-13,False
2018-02-14,False
2018-02-22,False
2018-02-23,False
2018-02-26,False
2018-02-27,False
2018-02-28,True
2018-03-01,False
2018-03-02,False
2018-03-05,False
2018-03-06,False
2018-03-07,False
2018-03-08,False
2018-03-09,False
2018-03-12,False
2018-03-13,False
2018-03-14,False
2018-03-15,False
2018-03-16,False
2018-03-19,False
2018-03-20,False
2018-03-21,False
2018-03-22,False
2018-03-23,False
2018-03-26,False
2018-03-27,False
2018-03-28,False
2018-03-29,False
2018-03-30,False
2018-04-02,False
2018-04-03,False
2018-04-04,False
2018-04-09,False
2018-04-10,False
2018-04-11,False
2018-04-12,False
2018-04-13,False
2018-04-16,False
2018-04-17,False
2018-04-18,False
2018-04-19,False
2018-04-20,False
2018-04-23,False
2018-04-24,False
2018-04-25,False
2018-04-26,False
2018-04-27,False
2018-05-02,False
2018-05-03,False
2018-05-04,False
2018-05-07,False
2018-05-08,False
2018-05-09,False
2018-05-10,False
2018-05-11,False
2018-05-14,False
2018-05-15,False
2018-05-16,False
2018-05-17,False
2018-05-18,False
2018-05-21,False
2018-05-22,False
2018-05-23,False
2018-05-24,False
2018-05-25,False
2018-05-28,False
2018-05-29,False
2018-05-30,False
2018-05-31,False
2018-06-01,False
2018-06-04,False
2018-06-05,False
2018-06-06,False
2018-06-07,False
2018-06-08,False
2018-06-11,True
2018-06-12,False
2018-06-13,False
2018-06-14,False
2018-06-15,False
2018-06-19,False
2018-06-20,False
2018-06-21,False
2018-06-22,False
2018-06-25,False
2018-06-26,False
2018-06-27,False
2018-06-28,False
2018-06-29,False
2018-07-02,False
2018-07-03,False
2018-07-04,False
2018-07-05,False
2018-07-06,False
2018-07-09,False
2018-07-10,False
2018-07-11,False
2018-07-12,False
2018-07-13,False
2018-07-16,False
2018-07-17,False
2018-07-18,False
2018-07-19,False
2018-07-20,False
2018-07-23,False
2018-07-24,False
2018-07-25,False
2018-07-26,False
2018-07-27,False
2018-07-30,False
2018-07-31,False
2018-08-01,False
2018-08-02,False
2018-08-03,False
2018-08-06,False
2018-08-07,False
2018-08-08,False
2018-08-09,False
2018-08-10,False
2018-08-13,False
2018-08-14,False
2018-08-15,False
2018-08-16,False
2018-08-17,False
2018-08-20,False
2018-08-21,False
2018-08-22,False
2018-08-23,False
2018-08-24,False
2018-08-27,False
2018-08-28,False
2018-08-29,False
2018-08-30,False
2018-08-31,False
2018-09-03,False
2018-09-04,False
2018-09-05,False
2018-09-06,False
2018-09-07,False
2018-09-10,False
2018-09-11,False
2018-09-12,False
2018-09-13,False
2018-09-14,False
2018-09-17,False
2018-09-18,False
2018-09-19,False
2018-09-20,False
2018-09-21,False
2018-09-25,False
2018-09-26,False
2018-09-27,False
2018-09-28,False
2018-10-08,False
2018-10-09,False
2018-10-10,False
2018-10-11,False
2018-10-12,False
2018-10-15,False
2018-10-16,False
2018-10-17,False
2018-10-18,False
2018-10-19,False
2018-10-22,False
2018-10-23,False
2018-10-24,False
2018-10-25,False
2018-10-26,False
2018-10-29,False
2018-10-30,False
2018-10-31,False
2018-11-01,False
2018-11-02,False
2018-11-05,False
2018-11-06,False
2018-11-07,False
2018-11-08,False
2018-11-09,False
2018-11-12,False
2018-11-13,False
2018-11-14,False
2018-11-15,False
2018-11-16,False
2018-11-19,False
2018-11-20,False
2018-11-21,False
2018-11-22,False
2018-11-23,False
2018-11-26,False
2018-11-27,False
2018-11-28,False
